sku,nom,categorie,prix_dt,disponibilite,caracteristiques,description
LS-CO-008387,Diode Varistance MOV 275V,Composants,2.09,en stock,protection surtension,Varistance MOV 275V — protection surtension.
LS-CO-008388,Diode TVS diode ESD,Composants,0.85,en stock,protection décharge électrostatique,TVS diode ESD — protection décharge électrostatique.
LS-CO-008389,Transistor 2N2222,Composants,3.24,en stock,transistor NPN usage général,2N2222 — transistor NPN usage général.
LS-CO-008390,Transistor 2N3904,Composants,3.39,en stock,transistor NPN,2N3904 — transistor NPN.
LS-CO-008391,Transistor 2N3906,Composants,2.48,en stock,transistor PNP,2N3906 — transistor PNP.
LS-CO-008392,Transistor BC547,Composants,0.72,en stock,transistor NPN,BC547 — transistor NPN.
LS-CO-008393,Transistor BC557,Composants,1.59,en stock,transistor PNP,BC557 — transistor PNP.
LS-CO-008394,Transistor BC337,Composants,3.43,sur commande,transistor NPN puissance moyenne,BC337 — transistor NPN puissance moyenne.
LS-CO-008395,Transistor TIP31,Composants,3.01,en stock,transistor NPN puissance,TIP31 — transistor NPN puissance.
LS-CO-008396,Transistor TIP32,Composants,3.55,en stock,transistor PNP puissance,TIP32 — transistor PNP puissance.
LS-CO-008397,Transistor TIP120,Composants,2.05,en stock,transistor Darlington NPN,TIP120 — transistor Darlington NPN.
LS-CO-008398,Transistor IRF540N,Composants,0.74,en stock,MOSFET canal N,IRF540N — MOSFET canal N.
LS-CO-008399,Transistor IRFZ44N,Composants,2.49,en stock,MOSFET canal N,IRFZ44N — MOSFET canal N.
LS-CO-008400,Transistor IRF9540,Composants,0.41,en stock,MOSFET canal P,IRF9540 — MOSFET canal P.
LS-CO-008401,Transistor 2N7000,Composants,3.04,rupture de stock,MOSFET signal N,2N7000 — MOSFET signal N.
LS-CO-008402,Transistor MJE13005,Composants,2.94,sur commande,transistor NPN haute tension,MJE13005 — transistor NPN haute tension.
LS-CO-008403,Transistor D882,Composants,1.31,en stock,transistor NPN audio,D882 — transistor NPN audio.
LS-CO-008404,Transistor A733,Composants,3.13,rupture de stock,transistor PNP audio,A733 — transistor PNP audio.
LS-CO-008405,Circuit intégré LM358,Composants,5.0,en stock,double ampli-op,LM358 — double ampli-op.
LS-CO-008406,Circuit intégré LM324,Composants,6.58,en stock,quadruple ampli-op,LM324 — quadruple ampli-op.
LS-CO-008407,Circuit intégré TL071,Composants,1.52,en stock,ampli-op faible bruit,TL071 — ampli-op faible bruit.
LS-CO-008408,Circuit intégré NE5532,Composants,2.46,en stock,double ampli-op audio,NE5532 — double ampli-op audio.
LS-CO-008409,Circuit intégré LM741,Composants,7.49,stock faible,ampli-op classique,LM741 — ampli-op classique.
LS-CO-008410,Circuit intégré 555,Composants,5.2,sur commande,timer classique,555 — timer classique.
LS-CO-008411,Circuit intégré 556,Composants,1.86,en stock,double timer,556 — double timer.
LS-CO-008412,Circuit intégré 7805,Composants,2.54,en stock,régulateur 5V,7805 — régulateur 5V.
LS-CO-008413,Circuit intégré 7812,Composants,7.25,en stock,régulateur 12V,7812 — régulateur 12V.
LS-CO-008414,Circuit intégré 7809,Composants,7.61,en stock,régulateur 9V,7809 — régulateur 9V.
LS-CO-008415,Circuit intégré 7912,Composants,5.56,stock faible,régulateur -12V,7912 — régulateur -12V.
LS-CO-008416,Circuit intégré LM317,Composants,6.2,en stock,régulateur ajustable,LM317 — régulateur ajustable.
LS-CO-008417,Circuit intégré LM337,Composants,6.51,en stock,régulateur négatif ajustable,LM337 — régulateur négatif ajustable.
LS-CO-008418,Circuit intégré 74HC00,Composants,5.96,stock faible,quadruple NAND,74HC00 — quadruple NAND.
LS-CO-008419,Circuit intégré 74HC04,Composants,1.65,en stock,hexa inverseur,74HC04 — hexa inverseur.
LS-CO-008420,Circuit intégré 74HC08,Composants,5.36,en stock,quadruple AND,74HC08 — quadruple AND.
LS-CO-008421,Circuit intégré 74HC32,Composants,1.55,en stock,quadruple OR,74HC32 — quadruple OR.
LS-CO-008422,Circuit intégré 74HC595,Composants,6.96,en stock,registre à décalage,74HC595 — registre à décalage.
LS-CO-008423,Circuit intégré 74HC165,Composants,3.34,en stock,registre entrée parallèle,74HC165 — registre entrée parallèle.
LS-CO-008424,Circuit intégré CD4017,Composants,7.01,en stock,compteur décade,CD4017 — compteur décade.
LS-CO-008425,Circuit intégré CD4511,Composants,1.48,en stock,décodeur BCD 7-segments,CD4511 — décodeur BCD 7-segments.
LS-CO-008426,Circuit intégré ATmega328P,Composants,3.95,en stock,microcontrôleur AVR (nu),ATmega328P — microcontrôleur AVR (nu).
LS-CO-008427,Circuit intégré PCF8574,Composants,2.81,en stock,extenseur GPIO I2C,PCF8574 — extenseur GPIO I2C.
LS-CO-008428,Circuit intégré MCP23017,Composants,1.64,en stock,extenseur GPIO 16 bits I2C,MCP23017 — extenseur GPIO 16 bits I2C.
LS-CO-008429,Circuit intégré MAX232,Composants,1.64,stock faible,convertisseur niveau RS232,MAX232 — convertisseur niveau RS232.
LS-CO-008430,Circuit intégré ULN2803,Composants,2.32,en stock,réseau de transistors Darlington,ULN2803 — réseau de transistors Darlington.
LS-CO-008431,Circuit intégré optocoupleur PC817,Composants,5.92,en stock,isolation optique,optocoupleur PC817 — isolation optique.
LS-CO-008432,Circuit intégré MAX7219,Composants,6.07,en stock,driver afficheur/matrice LED,MAX7219 — driver afficheur/matrice LED.
LS-CO-008433,Circuit intégré DS18B20,Composants,7.93,en stock,capteur température numérique,DS18B20 — capteur température numérique.
LS-CO-008434,Circuit intégré AMS1117-3.3,Composants,2.75,en stock,régulateur SMD 3.3V,AMS1117-3.3 — régulateur SMD 3.3V.
LS-CO-008435,Circuit intégré TP4056,Composants,5.35,en stock,module charge lithium,TP4056 — module charge lithium.
LS-CO-008436,Résonateur/Quartz 4MHz,Composants,0.65,en stock,Fréquence 4MHz,Quartz/résonateur céramique 4MHz.
LS-CO-008437,Résonateur/Quartz 8MHz,Composants,0.92,en stock,Fréquence 8MHz,Quartz/résonateur céramique 8MHz.
LS-CO-008438,Résonateur/Quartz 11.0592MHz,Composants,1.76,en stock,Fréquence 11.0592MHz,Quartz/résonateur céramique 11.0592MHz.
LS-CO-008439,Résonateur/Quartz 12MHz,Composants,0.64,stock faible,Fréquence 12MHz,Quartz/résonateur céramique 12MHz.
LS-CO-008440,Résonateur/Quartz 16MHz,Composants,0.55,en stock,Fréquence 16MHz,Quartz/résonateur céramique 16MHz.
LS-CO-008441,Résonateur/Quartz 20MHz,Composants,2.19,en stock,Fréquence 20MHz,Quartz/résonateur céramique 20MHz.
LS-CO-008442,Résonateur/Quartz 24MHz,Composants,1.55,en stock,Fréquence 24MHz,Quartz/résonateur céramique 24MHz.
LS-CO-008443,Résonateur/Quartz 25MHz,Composants,1.97,en stock,Fréquence 25MHz,Quartz/résonateur céramique 25MHz.
LS-CO-008444,Résonateur/Quartz 32.768kHz,Composants,2.06,rupture de stock,Fréquence 32.768kHz,Quartz/résonateur céramique 32.768kHz.
LS-CO-008445,Résonateur/Quartz 27MHz,Composants,2.38,en stock,Fréquence 27MHz,Quartz/résonateur céramique 27MHz.
LS-CO-008446,Bouton poussoir tactile 6x6mm,Composants,0.31,en stock,Voir fiche technique,Bouton poussoir tactile 6x6mm.
LS-CO-008447,Bouton poussoir tactile 12x12mm,Composants,0.52,sur commande,Voir fiche technique,Bouton poussoir tactile 12x12mm.
LS-CO-008448,Interrupteur à bascule (rocker),Composants,1.49,en stock,Voir fiche technique,Interrupteur à bascule (rocker).
LS-CO-008449,Interrupteur glissière SPDT,Composants,1.19,en stock,Voir fiche technique,Interrupteur glissière SPDT.
LS-CO-008450,DIP switch 2 positions,Composants,1.01,sur commande,Voir fiche technique,DIP switch 2 positions.
LS-CO-008451,DIP switch 4 positions,Composants,1.56,en stock,Voir fiche technique,DIP switch 4 positions.
LS-CO-008452,DIP switch 8 positions,Composants,2.55,rupture de stock,Voir fiche technique,DIP switch 8 positions.
LS-CO-008453,Bouton arcade rouge,Composants,3.66,en stock,Voir fiche technique,Bouton arcade rouge.
LS-CO-008454,Bouton arcade bleu,Composants,3.49,en stock,Voir fiche technique,Bouton arcade bleu.
LS-CO-008455,Bouton arcade vert,Composants,3.43,en stock,Voir fiche technique,Bouton arcade vert.
LS-CO-008456,Bouton arcade jaune,Composants,3.44,en stock,Voir fiche technique,Bouton arcade jaune.
LS-CO-008457,Bouton arcade blanc,Composants,3.64,en stock,Voir fiche technique,Bouton arcade blanc.
LS-CO-008458,Bouton poussoir étanche 12mm,Composants,2.88,en stock,Voir fiche technique,Bouton poussoir étanche 12mm.
LS-CO-008459,Micro-switch fin de course,Composants,1.86,en stock,Voir fiche technique,Micro-switch fin de course.
LS-CO-008460,Bouton d'arrêt d'urgence,Composants,11.69,en stock,Voir fiche technique,Bouton d'arrêt d'urgence.
LS-CO-008461,Buzzer piezo passif,Composants,1.47,en stock,Voir fiche technique,Buzzer piezo passif.
LS-CO-008462,Buzzer actif 5V,Composants,2.01,en stock,Voir fiche technique,Buzzer actif 5V.
LS-CO-008463,Haut-parleur 8Ω 0.5W,Composants,4.55,en stock,Voir fiche technique,Haut-parleur 8Ω 0.5W.
LS-CO-008464,Haut-parleur 8Ω 2W,Composants,7.05,en stock,Voir fiche technique,Haut-parleur 8Ω 2W.
LS-CO-008465,Vibreur moteur (coin vibrator),Composants,2.94,stock faible,Voir fiche technique,Vibreur moteur (coin vibrator).
LS-IM-000001,"Multimètre numérique (entrée de gamme, basique)",Instruments de Mesure,44.05,en stock,"Gamme entrée de gamme, mesure basique","Multimètre entrée de gamme, fonction basique."
LS-IM-000002,"Multimètre numérique (entrée de gamme, True-RMS)",Instruments de Mesure,96.13,en stock,"Gamme entrée de gamme, mesure True-RMS","Multimètre entrée de gamme, fonction True-RMS."
LS-IM-000003,"Multimètre numérique (milieu de gamme, basique)",Instruments de Mesure,113.53,en stock,"Gamme milieu de gamme, mesure basique","Multimètre milieu de gamme, fonction basique."
LS-IM-000004,"Multimètre numérique (milieu de gamme, True-RMS)",Instruments de Mesure,125.01,en stock,"Gamme milieu de gamme, mesure True-RMS","Multimètre milieu de gamme, fonction True-RMS."
LS-IM-000005,"Multimètre numérique (professionnelle, basique)",Instruments de Mesure,89.92,en stock,"Gamme professionnelle, mesure basique","Multimètre professionnelle, fonction basique."
LS-IM-000006,"Multimètre numérique (professionnelle, True-RMS)",Instruments de Mesure,39.05,en stock,"Gamme professionnelle, mesure True-RMS","Multimètre professionnelle, fonction True-RMS."
LS-IM-000007,Oscilloscope numérique 10MHz (1 canaux),Instruments de Mesure,734.91,en stock,"Bande passante 10MHz, 1 canaux","Oscilloscope 10MHz, 1 voies d'acquisition."
LS-IM-000008,Oscilloscope numérique 10MHz (2 canaux),Instruments de Mesure,476.87,sur commande,"Bande passante 10MHz, 2 canaux","Oscilloscope 10MHz, 2 voies d'acquisition."
LS-IM-000009,Oscilloscope numérique 10MHz (4 canaux),Instruments de Mesure,245.26,en stock,"Bande passante 10MHz, 4 canaux","Oscilloscope 10MHz, 4 voies d'acquisition."
LS-IM-000010,Oscilloscope numérique 20MHz (1 canaux),Instruments de Mesure,253.65,en stock,"Bande passante 20MHz, 1 canaux","Oscilloscope 20MHz, 1 voies d'acquisition."
LS-IM-000011,Oscilloscope numérique 20MHz (2 canaux),Instruments de Mesure,450.4,en stock,"Bande passante 20MHz, 2 canaux","Oscilloscope 20MHz, 2 voies d'acquisition."
LS-IM-000012,Oscilloscope numérique 20MHz (4 canaux),Instruments de Mesure,200.97,en stock,"Bande passante 20MHz, 4 canaux","Oscilloscope 20MHz, 4 voies d'acquisition."
LS-IM-000013,Oscilloscope numérique 50MHz (1 canaux),Instruments de Mesure,420.88,en stock,"Bande passante 50MHz, 1 canaux","Oscilloscope 50MHz, 1 voies d'acquisition."
LS-IM-000014,Oscilloscope numérique 50MHz (2 canaux),Instruments de Mesure,393.81,en stock,"Bande passante 50MHz, 2 canaux","Oscilloscope 50MHz, 2 voies d'acquisition."
LS-IM-000015,Oscilloscope numérique 50MHz (4 canaux),Instruments de Mesure,498.74,en stock,"Bande passante 50MHz, 4 canaux","Oscilloscope 50MHz, 4 voies d'acquisition."
LS-IM-000016,Oscilloscope numérique 100MHz (1 canaux),Instruments de Mesure,690.33,en stock,"Bande passante 100MHz, 1 canaux","Oscilloscope 100MHz, 1 voies d'acquisition."
LS-IM-000017,Oscilloscope numérique 100MHz (2 canaux),Instruments de Mesure,201.14,en stock,"Bande passante 100MHz, 2 canaux","Oscilloscope 100MHz, 2 voies d'acquisition."
LS-IM-000018,Oscilloscope numérique 100MHz (4 canaux),Instruments de Mesure,931.36,en stock,"Bande passante 100MHz, 4 canaux","Oscilloscope 100MHz, 4 voies d'acquisition."
LS-IM-000019,Oscilloscope numérique 200MHz (1 canaux),Instruments de Mesure,878.18,en stock,"Bande passante 200MHz, 1 canaux","Oscilloscope 200MHz, 1 voies d'acquisition."
LS-IM-000020,Oscilloscope numérique 200MHz (2 canaux),Instruments de Mesure,188.12,en stock,"Bande passante 200MHz, 2 canaux","Oscilloscope 200MHz, 2 voies d'acquisition."
LS-IM-000021,Oscilloscope numérique 200MHz (4 canaux),Instruments de Mesure,216.68,en stock,"Bande passante 200MHz, 4 canaux","Oscilloscope 200MHz, 4 voies d'acquisition."
LS-IM-000022,Pince ampèremétrique 200A,Instruments de Mesure,44.36,en stock,Voir fiche technique,Pince ampèremétrique 200A.
LS-IM-000023,Pince ampèremétrique 600A,Instruments de Mesure,67.94,en stock,Voir fiche technique,Pince ampèremétrique 600A.
LS-IM-000024,Pince ampèremétrique 1000A,Instruments de Mesure,96.12,stock faible,Voir fiche technique,Pince ampèremétrique 1000A.
LS-IM-000025,Générateur de fonctions 1MHz,Instruments de Mesure,87.77,en stock,Voir fiche technique,Générateur de fonctions 1MHz.
LS-IM-000026,Générateur de fonctions 5MHz,Instruments de Mesure,128.3,en stock,Voir fiche technique,Générateur de fonctions 5MHz.
LS-IM-000027,Générateur de fonctions 10MHz,Instruments de Mesure,176.22,en stock,Voir fiche technique,Générateur de fonctions 10MHz.
LS-IM-000028,LCR-mètre de poche,Instruments de Mesure,54.33,en stock,Voir fiche technique,LCR-mètre de poche.
LS-IM-000029,LCR-mètre de table,Instruments de Mesure,212.8,en stock,Voir fiche technique,LCR-mètre de table.
LS-IM-000030,Testeur de composants (transistor tester),Instruments de Mesure,34.13,en stock,Voir fiche technique,Testeur de composants (transistor tester).
LS-IM-000031,Analyseur logique 8 canaux,Instruments de Mesure,39.76,en stock,Voir fiche technique,Analyseur logique 8 canaux.
LS-IM-000032,Analyseur logique 16 canaux,Instruments de Mesure,75.3,en stock,Voir fiche technique,Analyseur logique 16 canaux.
LS-IM-000033,Thermomètre infrarouge,Instruments de Mesure,27.33,stock faible,Voir fiche technique,Thermomètre infrarouge.
LS-IM-000034,Sonde de température K,Instruments de Mesure,15.58,en stock,Voir fiche technique,Sonde de température K.
LS-IM-000035,Sonde oscilloscope x10,Instruments de Mesure,24.45,en stock,Voir fiche technique,Sonde oscilloscope x10.
LS-IM-000036,Sonde oscilloscope différentielle,Instruments de Mesure,90.01,rupture de stock,Voir fiche technique,Sonde oscilloscope différentielle.
LS-OU-000001,Fer à souder 30W (température fixe),Outillage,48.67,en stock,"30W, température fixe","Fer à souder électrique 30W, température fixe."
LS-OU-000002,Fer à souder 30W (température réglable),Outillage,59.65,en stock,"30W, température réglable","Fer à souder électrique 30W, température réglable."
LS-OU-000003,Fer à souder 40W (température fixe),Outillage,52.74,en stock,"40W, température fixe","Fer à souder électrique 40W, température fixe."
LS-OU-000004,Fer à souder 40W (température réglable),Outillage,42.43,en stock,"40W, température réglable","Fer à souder électrique 40W, température réglable."
LS-OU-000005,Fer à souder 60W (température fixe),Outillage,18.54,en stock,"60W, température fixe","Fer à souder électrique 60W, température fixe."
LS-OU-000006,Fer à souder 60W (température réglable),Outillage,21.21,en stock,"60W, température réglable","Fer à souder électrique 60W, température réglable."
LS-OU-000007,Fer à souder 80W (température fixe),Outillage,33.33,en stock,"80W, température fixe","Fer à souder électrique 80W, température fixe."
LS-OU-000008,Fer à souder 80W (température réglable),Outillage,39.0,stock faible,"80W, température réglable","Fer à souder électrique 80W, température réglable."
LS-OU-000009,Fer à souder 100W (température fixe),Outillage,53.92,en stock,"100W, température fixe","Fer à souder électrique 100W, température fixe."
LS-OU-000010,Fer à souder 100W (température réglable),Outillage,41.07,en stock,"100W, température réglable","Fer à souder électrique 100W, température réglable."
LS-OU-000011,Station de soudure air chaud + fer,Outillage,161.86,stock faible,Voir fiche technique,Station de soudure air chaud + fer.
LS-OU-000012,Station de soudure air chaud seule,Outillage,125.1,en stock,Voir fiche technique,Station de soudure air chaud seule.
LS-OU-000013,Pince coupante précision,Outillage,7.97,rupture de stock,Voir fiche technique,Pince coupante précision.
LS-OU-000014,Pince à dénuder professionnelle,Outillage,11.86,en stock,Voir fiche technique,Pince à dénuder professionnelle.
LS-OU-000015,Pince brucelles droite,Outillage,4.06,en stock,Voir fiche technique,Pince brucelles droite.
LS-OU-000016,Pince brucelles courbée,Outillage,4.49,en stock,Voir fiche technique,Pince brucelles courbée.
LS-OU-000017,Pince multiprise,Outillage,15.0,en stock,Voir fiche technique,Pince multiprise.
